Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes,Genre,Style,Votes,Comments,Weighted Rating
GNM010,Andrea Roma,Gelato & Prosciutto,Mystika Records,"12""",3.71,2008,1386631,Uncategorized,2024-12-10 10:42:51,,,,Electronic,"Techno, Minimal",7,0,3.9839180107526886
BARQ LTD 019,Innate,Imod,Baroque Limited Records,"12""",3.6,2007,995009,progressive house,2024-12-08 10:29:31,,,,Electronic,"Progressive House, Progressive Trance",5,0,3.9838041171477085
barqltd041,Veerus & Maxie Devine,Kikkass,Baroque Limited Records,"12""",3.6,2009,1790317,progressive house,2024-12-09 02:26:10,,,,Electronic,"Progressive House, Tech House",5,0,3.9838041171477085
DRD016,Jet Project,Time Flies,Darkroom Dubs,"12""",3.6,2007,1032318,Techno,2024-12-08 03:53:03,,,,Electronic,"Techno, Tech House",5,0,3.9838041171477085
MDT001R-6,Francesco Diaz & Young Rebels,Ibiza (Part II),Musica Diaz Toro,"12""",3.6,2006,771605,Uncategorized,2024-12-08 05:08:18,,,,Electronic,"House, Electro",5,0,3.9838041171477085
SAVED028,Steve Mac,Scatter Brain,Saved Records,"12""",3.6,2008,1556647,minimal,2024-12-08 07:46:01,,,,Electronic,"Minimal, Tech House",5,0,3.9838041171477085
"VENMX 781 N, venmx* 781n",Sucker DJ's Feat Tiger Lily,Fireworks,"Vendetta Records, Vendetta Records","12""",3.6,2007,909930,progressive house,2024-12-07 09:09:47,,,,Electronic,"Progressive House, Electro House",5,0,3.9838041171477085
GSTA002,Parham & Dominic Plaza,Underwater Rivers,Gangsta Audio,"12""",3.5,2006,855532,Uncategorized,2024-12-10 11:29:58,,,,Electronic,"House, Progressive Trance",4,0,3.982904345878137
4014235041222,Backside Artists Vs. Geen Plank,Sonic Empire 2007,Ministry Of Sound,"3xFile, MP3, 320",3.5,2007,3483981,Uncategorized,2024-12-10 12:21:12,,,,Electronic,"Techno, House, Electro",4,0,3.982904345878137
VENMX 639 (N),Lee Coombs Feat. Katherine Ellis,Shiver,Vendetta Records,"12""",3.5,2005,491504,Uncategorized,2024-12-10 11:49:07,,,,Electronic,"House, Electro",4,0,3.982904345878137
TRAUM V62,Dominik Eulberg,Flora & Fauna (Remixe Teil 1),Traum Schallplatten,"12""",3.95,2005,498556,Uncategorized,2024-12-10 11:18:43,,,,Electronic,"Electro, Tech House, Minimal",60,0,3.9823280841325195
antrmx02,Joseph Capriati,Oasi (RMX),Analytic Trail,"12""",3.33,2009,2859586,Techno,2024-12-08 11:34:52,,,,Electronic,Techno,3,0,3.981310483870968
FS 018,Gennaro Rossi,Cloe / Cleo,Force Sense,"12""",3.33,2007,1271662,Uncategorized,2024-12-10 10:36:11,,,,Electronic,"Minimal, Tech House",3,0,3.981310483870968
STP 018,Crackdown,Persons Scream,Stereoseven Plus,"12""",3.33,2006,815524,progressive house,2024-12-08 03:49:18,,,,Electronic,Progressive House,3,0,3.981310483870968
FIGHT 013,Jono Fernandez,Stitch Face,Title Fight,"12""",3.33,2007,995279,tech house,2024-12-07 10:18:45,,,,Electronic,"Breaks, Tech House",3,0,3.981310483870968
FIGHT 013,Jono Fernandez,Stitch Face,Title Fight,"12""",3.33,2007,995279,tech house,2024-12-09 04:44:11,,,,Electronic,"Breaks, Tech House",3,0,3.981310483870968
DGR-044,Workidz Feat. Zitäne,Psycho Girl,Disco Galaxy Recordings,"12"", W/Lbl",3.0,2006,1002465,Uncategorized,2024-12-08 11:04:45,,,,Electronic,House,2,0,3.9807673891129034
MZL033,Cristian Viviano Feat Hi-Pozi Headz,Spanic 9,Mazoom Lab,"12""",3.0,2009,1914720,tech house,2024-12-08 11:33:39,,,,Electronic,"House, Latin, Tech House",2,0,3.9807673891129034
STP083,Andrea Bertolini,The Unexpected EP #3,Stereoseven Plus,"12"", EP",3.0,2009,3234874,Uncategorized,2024-12-08 03:03:46,,,,Electronic,"House, Electro",2,0,3.9807673891129034
TVZ004,Sour Grapes,Kharma / Mantra,Televizion,"12""",3.0,2009,1722455,Uncategorized,2025-01-22 04:48:09,,,,Electronic,"Techno, Tech House",2,0,3.9807673891129034
TKC-004,Jaso,The Essence,TKC Music,"12""",3.0,0,8666510,progressive house,2024-12-09 08:07:59,,,,Electronic,"Tech House, Tribal, Progressive House",2,0,3.9807673891129034
FUVM006,Blur / Beatsteaks,Blühr1 / As Long As You Sing,Fuck U Very Much,"12"", Unofficial",2.0,2006,2182468,Uncategorized,2024-12-09 04:05:56,,,,"Electronic, Rock","Pop Rock, Punk, Indie Rock",1,0,3.9794852150537636
CLONES 010,Various,Clones 10,Clones,"12""",3.93,2007,1123082,Techno,2024-12-09 08:21:45,,,,Electronic,"Techno, Acid",41,0,3.9785868768328445
paradigma 002,Paul Ritch,Higher,Paradigma Musik,"12""",3.9,2007,922943,Uncategorized,2024-12-10 11:53:59,,,,Electronic,"Techno, Tech House, Minimal",31,0,3.96871729390681
CRAFT 019,Wehbba,Xcellr8,Craft Music,"12""",3.85,2007,919042,Uncategorized,2024-12-10 11:35:04,,,,Electronic,Electro,20,0,3.9615375948766607
KOM 159,Supermayer,Two Of Us,Kompakt,"12""",3.94,2007,1037149,Uncategorized,2025-01-22 05:52:43,,,,Electronic,"Techno, Tech House",113,0,3.9599391986283967
c/k 07,Various,Case Closed EP,Cereal/Killers,"12"", EP, Ltd",3.84,2007,1134587,Uncategorized,2024-12-10 10:32:03,,,,Electronic,"Techno, Electro, Minimal",19,0,3.959159946236559
RFSampler 009,Various,Sampler 9 Ibiza Special (Part 2),Royal Flush Records,"12"", Smplr",3.84,2006,783139,Uncategorized,2025-01-22 06:53:03,,,,Electronic,"House, Electro",19,0,3.959159946236559
STARBUGS 001,Starbug (2),Coffein Braindrain,Starbugs Recordings,"12""",3.83,2008,1278387,Uncategorized,2024-12-10 10:52:55,,,,Electronic,"Techno, Minimal, Tech House",18,0,3.957258694556452
PURE 044,Kabale Und Liebe,Miami Nice / Flodder,100% Pure,"12""",3.89,2008,1397983,minimal,2024-12-07 09:32:02,,,,Electronic,"Tech House, Minimal",35,0,3.9559648617511525
MAU 017,Marc Vision,Gotham City,Mauritius,"12""",3.82,2006,772713,Uncategorized,2024-12-10 12:04:58,,,,Electronic,"Electro, Tech House",17,0,3.9558799427679503
JEL044,Umek,Heat Mode / Suitably Devastating,Jericho,"12""",3.81,2009,1816831,Techno,2024-12-09 03:00:29,,,,Electronic,"Tech House, Techno",16,0,3.955075940860215
esperanza 008,Kasper & Papol & Jorge Savoretti,Magic Keys EP,Esperanza,"12"", EP",3.75,2007,1129480,minimal,2024-12-09 04:36:53,,,,Electronic,"Techno, Minimal, Tech House",12,0,3.949703008684864
06025 1785172 6,Rosenstolz,Gib Mir Sonne - Tobi Neumann Remixes,Island Records,"12""",3.73,2008,1541226,tech house,2024-12-09 08:21:29,,,,Electronic,"Synth-pop, Tech House",11,0,3.9488911290322584
SM-6752706,Chambao,Greatest Remixes,Sony Music,"12""",3.73,2005,497989,House,2024-12-08 04:52:47,,,,Electronic,"Breakbeat, House, Tribal House",11,0,3.9488911290322584
KOLMO013,DJ Dandi & Ugo,Big Lips EP,Kol Mojito Records,"12"", EP",3.7,2010,2340909,minimal,2024-12-08 10:49:46,,,,Electronic,Minimal,10,0,3.9455115927419357
GNM021,Alberto Fracasso,M.A.N.H.A.T.T.A.N. EP,Mystika Records,"12"", EP",3.67,2008,1491148,minimal,2024-12-09 06:03:45,,,,Electronic,"Techno, Minimal",9,0,3.9444468793828897
wh105,Full Blown,Funk Acid Machine,Whoop! Records,"12""",3.67,2006,749608,progressive house,2024-12-07 10:03:39,,,,Electronic,Progressive House,9,0,3.9444468793828897
CF708,Deadmau5,Everything's Complicated EP,Cinnamon Flava,"12"", EP",3.85,2007,1162013,Uncategorized,2024-12-10 10:38:29,,,,Electronic,"Progressive House, Techno, Tech House",27,0,3.942494590873328
SYST 0010-6,Zoo Brazil,My Personal Jesus / Stars / Golden Boy,Systematic (3),"12""",3.87,2005,494023,Uncategorized,2024-12-10 13:43:43,,,,Electronic,"Deep House, Tech House",38,0,3.9375438120347397
DZO 017,Raúl López Martín & Ismael Rivas,Work / Deep Lights,Danzoo Records,"12""",3.57,2005,479324,progressive house,2024-12-08 02:49:23,,,,Electronic,Progressive House,7,0,3.9372513440860217
DGPRO 012,Dogtooth,Can't Cool Down (Abracadabra),Delicious Garden Recordings,"12""",3.57,2006,741921,Uncategorized,2024-12-08 05:44:03,,,,Electronic,House,7,0,3.9372513440860217
Knall002-6,Rod Todd (2),It's Dangerous,Knall Traxx,"12""",3.57,2007,1007373,Uncategorized,2025-01-22 04:39:30,,,,Electronic,"Minimal, Tech House",7,0,3.9372513440860217
KOLMO007,DJ Dandi & Ugo,Big Tits EP,Kol Mojito Records,"12"", EP",3.57,2009,1706120,Uncategorized,2024-12-10 11:48:16,,,,Electronic,"Techno, Minimal",7,0,3.9372513440860217
TNR 022,Kid Massive & Beatchuggers,Shake It,Tenor Recordings,"12""",3.57,2007,954730,Uncategorized,2025-01-22 06:52:01,,,,Electronic,House,7,0,3.9372513440860217
V-Records 016,Nerk & Dirk Leyers Feat. Khan,Fear My Fire Remixes,V-Records (3),"12""",3.57,2007,3021706,minimal,2024-12-08 08:01:58,,,,Electronic,"Techno, Minimal",7,0,3.9372513440860217
KD021,David Keno,Discoteca,Kindisch,"12""",3.83,2009,1608747,minimal,2024-12-09 02:33:20,,,,Electronic,"Minimal, Tech House",24,0,3.937165216468591
HOPE 063,Loafer,Dirt Bike,Hope Recordings,"12""",3.82,2006,792131,progressive house,2024-12-08 10:29:57,,,,Electronic,"Progressive House, Trance, Acid",22,0,3.9370077284946237
BLUFIN 032,Mijk Van Dijk,Boa,Blu Fin,"12""",3.5,2007,1194701,minimal,2024-12-08 08:19:40,,,,Electronic,"Electro, Tech House, Minimal",6,0,3.934613911290323
HYR 7006,Maskio,Monday,Hell Yeah Recordings,"12""",3.5,2007,1007434,Uncategorized,2024-12-11 06:00:26,,,,Electronic,"Electro, Tech House, Minimal",6,0,3.934613911290323
MINIMALPLUS 002,Noes,HD / The Shit,minimalplus,"12""",3.5,2009,1708887,Uncategorized,2024-12-10 12:26:26,,,,Electronic,"Techno, Minimal",6,0,3.934613911290323
STP 048,Cardo,Hykaro,Stereoseven Plus,"12""",3.5,2008,1275469,Uncategorized,2024-12-10 13:14:23,,,,Electronic,Electro,6,0,3.934613911290323
Tiger 76,DJ Chus & Peter Gelderblom,Feelin 4 You,Tiger Records,"12""",3.5,2008,1432666,tech house,2024-12-08 02:29:01,,,,Electronic,"House, Electro House, Tech House",6,0,3.934613911290323
SUPER DJ 3081,Global Deejays Feat. Technotronic,Get Up,Superstar Recordings,"12""",3.86,2007,924197,Uncategorized,2024-12-11 05:59:27,,,,Electronic,House,36,0,3.9330455645161293
fundament001,Deo & Z-Man,Meat Or Money EP,Fundament,"12"", EP",3.4,2009,1705613,minimal,2024-12-09 02:41:53,,,,Electronic,"Minimal, Tech House",5,0,3.93117253820034
PLAT007,Various,08.#07,Platform B Recordings,"12""",3.4,2008,1416260,Uncategorized,2024-12-10 11:38:27,,,,Electronic,"Techno, Minimal",5,0,3.93117253820034
USM008,Tsunami (8),The Cry Of Love,T.U.S.O.M. Recordings,"12""",3.4,2003,547916,Uncategorized,2024-12-10 11:29:47,,,,Electronic,"Progressive House, Tech House",5,0,3.93117253820034
KarateMusik023,Stereofreak,Potzblitz & Donnerwetter,KarateMusik,"12""",3.79,2007,924612,tech house,2024-12-09 03:56:18,,,,Electronic,Tech House,19,0,3.93037206744868
BNDG007,Air Hustlers Feat. Colleen Riley,Downtime,Bandung,"12""",3.78,2006,830355,Uncategorized,2024-12-10 13:03:37,,,,Electronic,Progressive House,18,0,3.9291336945564517
TERM-054-6,GTMK,And More EP,Terminal M,"12"", EP",3.85,2007,1014634,Techno,2024-12-08 03:36:18,,,,Electronic,"Techno, Tech House",34,0,3.929005796370968
Klang 123,Alter Ego,Why Not?!,Klang Elektronik,"12""",3.89,2007,1063560,Uncategorized,2024-12-10 13:28:30,,,,Electronic,"Tech House, Minimal",72,0,3.9275846305326327
CABA 028-6,Gadjo,It's Alright,Caballero Recordings,"12""",3.25,2008,1396925,Uncategorized,2024-12-09 08:24:33,,,,Electronic,House,4,0,3.927348790322581
RT001,Various,Elektroküchenmusik Teil 1,rheinTime Records,"12"", Whi",3.25,2009,1884072,minimal,2024-12-09 02:46:27,,,,Electronic,"Techno, Tech House, Minimal",4,0,3.927348790322581
BPC 152,Kiki,Joko Tai,BPitch Control,"12"", EP",3.86,2007,955710,tech house,2024-12-08 05:04:21,,,,Electronic,Tech House,43,0,3.9240750565930957
dance electric 20,Da Fresh Feat. Xenia Beliayeva,Oh Boy !,Dance Electric,"12""",3.76,2008,1346012,Uncategorized,2024-12-10 10:43:24,,,,Electronic,"House, Electro",17,0,3.9229767169614984
AFULTD.15,Heckmann & Kauffelt,Mosquito,AFU Limited,"12""",3.81,2008,1346034,Uncategorized,2024-12-10 13:12:24,,,,Electronic,"Techno, Electro",26,0,3.9188069556451617
DV 528,Pussy Dub Foundation,Foundation (Malemi's E.P.),D:vision Records,"12"", EP",2.5,2007,1138689,Uncategorized,2024-12-10 10:59:42,,,,Electronic,House,2,0,3.9182673891129034
method039,Manuel De La Mare,Genesis,Method Records (2),"12""",2.5,2007,959428,Uncategorized,2024-12-10 10:28:08,,,,Electronic,Progressive House,2,0,3.9182673891129034
ALPH 0054-6,Mike Monday,Tooting Warrior,"Alphabet City, Playtime (2)","12""",3.79,2006,654393,Uncategorized,2024-12-08 03:33:51,,,,Electronic,"House, Electro",24,0,3.9119020585738546
GDS002-6,Evil Hinko,Gedankensprung E.P.,Gedankensport,"12"", EP",3.79,2006,725513,Uncategorized,2024-12-10 10:30:27,,,,Electronic,"Electro, Tech House, Minimal",24,0,3.9119020585738546
"KINGKONG 024, KING KONG RECORDS 024, KK-024",Robert M,Yoshi,"King Kong Records, King Kong Records, King Kong Records","12""",3.64,2007,899921,Uncategorized,2024-12-09 04:46:52,,,,Electronic,Electro,11,0,3.9092911290322583
DADVL009,Various,Vinyl Loops Vol. 9,Dance All Day,"12"", Comp",3.87,2003,97691,House,2024-12-08 02:38:59,,,,Electronic,"House, Trance",76,0,3.9090253136200714
RELOOP021,DJ Preach & Marco G,Culture Shock EP,Recycled Loops,"12"", EP",3.81,2007,869294,Techno,2024-12-08 10:25:50,,,,Electronic,Techno,31,0,3.90671729390681
GIGOLO 146,P.O.D.,Will You Special (Tommie Sunshine Remixes),International Deejay Gigolo Records,"12""",3.84,2004,389222,Uncategorized,2024-12-09 13:23:42,,,,Electronic,Techno,45,0,3.9066487834882446
GLK006,Swat-Squad,Shared,Galaktika Records,"12""",3.76,2006,739462,minimal,2024-12-07 10:39:53,,,,Electronic,"Electro, Minimal, Tech House",21,0,3.9043508064516126
attr018,Dave Kurtis Feat. Daniel Gonzalez (7),Latinos Del Mundo,Attractive,"12"", Single",3.6,2006,884304,Uncategorized,2025-01-22 06:52:38,,,,Electronic,House,10,0,3.9038449260752692
AFULAB 01,Kiko,1.15,AFULAB,"12""",3.8,2008,1319739,minimal,2024-12-08 04:06:58,,,,Electronic,"Minimal Techno, Techno",30,0,3.9020972324046923
K540,Outwork feat. Mr. Gee (4),Elektro,Kontor Records,"12""",3.8,2006,719514,House,2024-12-08 04:43:37,,,,Electronic,"House, Electro",30,0,3.9020972324046923
SUPER DJ 3055,Tocadisco,Music Loud / Crazy Cursor,Superstar Recordings,"12""",3.79,2006,723593,Uncategorized,2024-12-08 02:38:24,,,,Electronic,"Electro, Electro House",29,0,3.89772740060015
pearl 007,Blue Cell,Cell Structures EP,Pearldiver Records,"12"", EP",3.43,2007,1880445,tech house,2024-12-08 10:26:09,,,,Electronic,Tech House,7,0,3.890584677419355
BF061,Rick Pier O'Neil & Loic B,Ultimate Drums,BeatFreak Recordings,"12""",3.67,2005,423479,Uncategorized,2024-12-10 10:57:47,,,,Electronic,"Progressive House, Tribal House, Tech House",15,0,3.8876647664071187
vip005,JS16,Rosegarden,VIP Recordings,"12""",3.67,2007,1046494,Uncategorized,2024-12-09 06:10:30,,,,Electronic,"House, Electro",15,0,3.8876647664071187
"IPK 002, IPK002mix",Alex Cappelli,Tourning Road EP,"Ipocket Records, Ipocket Records","12"", EP",3.33,2009,1751487,Uncategorized,2024-12-10 11:15:51,,,,Electronic,"Minimal, Tech House",6,0,3.8836139112903227
"IPK 002, IPK002mix",Alex Cappelli,Tourning Road EP,"Ipocket Records, Ipocket Records","12"", EP",3.33,2009,1751487,Uncategorized,2024-12-10 12:21:40,,,,Electronic,"Minimal, Tech House",6,0,3.8836139112903227
ODK048,Blake (2),The Future EP,Ocean Dark,"12"", EP",3.2,2007,1034490,Uncategorized,2024-12-10 13:36:07,,,,Electronic,Tech House,5,0,3.878540959252972
ABM 011,Audiosafe,Codec Zero,Active Bass Music,"12""",3.0,2007,1241562,Uncategorized,2024-12-10 13:16:35,,,,Electronic,"Techno, Minimal",4,0,3.8717932347670256
BLC 004-6,Oliver Moldan,Bitter Sweet,Black-Chrome Records,"12""",3.0,2007,1013037,minimal,2024-12-08 05:13:17,,,,Electronic,"Progressive House, Minimal",4,0,3.8717932347670256
geo07,Modelers,Marbelle Is Up,Geopark Music,"12""",3.0,2009,2490839,minimal,2024-12-08 11:06:37,,,,Electronic,"Techno, Minimal",4,0,3.8717932347670256
PLAYMOBIL010,Mihalis Safras,Wintertime EP,Playmobil Series,"12""",3.0,2009,2040334,Uncategorized,2024-12-10 13:13:22,,,,Electronic,"Techno, Minimal",4,0,3.8717932347670256
"SVT 024, svt024",Various,What We Did & What We Do (One),"Stil Vor Talent, Stil Vor Talent","12""",3.0,2008,1471104,minimal,2024-12-08 07:46:38,,,,Electronic,"House, Minimal, Tech House",4,0,3.8717932347670256
TRN 0308,Gianluca De Tiberiis Presents Vinyl's Gang,First Step E.P.,Train! Records,"12""",3.0,2008,1566575,Uncategorized,2024-12-08 02:12:38,,,,Electronic,Electro,4,0,3.8717932347670256
WAX001,David Garcet,Inside Me,Heavy Wax Records,"12""",3.58,2008,1349859,tech house,2024-12-09 12:44:12,,,,Electronic,"Electro, Tech House",12,0,3.871241470223325
CON 70-6,Bender (3),Project 25,Confused Recordings,"12""",3.55,2007,1152087,Uncategorized,2024-12-10 13:20:36,,,,Electronic,"Minimal, Tech House",11,0,3.8696911290322578
KIDD LTD 004,DJ Emerson + Helmut Dubnitzky,BBC,Kiddaz.fm,"12""",3.55,2007,1040601,Uncategorized,2025-01-22 05:54:09,,,,Electronic,"Techno, Tech House, Minimal",11,0,3.8696911290322578
KUM004,André Absolut Feat. V-Tunes,Boxrocker,Kumquat Tunes,"12""",3.55,2006,1035433,Uncategorized,2024-12-10 11:55:20,,,,Electronic,Progressive House,11,0,3.8696911290322578
PRETONE 01,Man-D.A.,Pre-Tone01,Pre-Tone,"12""",3.55,2007,1247917,minimal,2024-12-08 04:39:29,,,,Electronic,"Techno, Minimal",11,0,3.8696911290322578
GPM074,Samim (2),Heater,Get Physical Music,"12""",3.86,2007,1029067,minimal,2024-12-07 09:59:02,,,,Electronic,"Latin, Minimal, Tech House",388,0,3.869085269218424
mm132 B,Steve Bug,Fuse Presents Steve Bug (Sampler 2),Music Man Records,"12"", Smplr",3.76,2007,953536,Uncategorized,2024-12-10 12:48:44,,,,Electronic,"House, Minimal Techno",34,0,3.8652557963709673
CHA 050,Destination Tribal,Destination tribal E.P vol 1/ pt. 2,Chameleon Records,"12"", EP",2.67,0,14437125,Uncategorized,2024-12-10 11:46:36,,,,Electronic,Tribal,3,0,3.8648398956356735
it.26,2raumwohnung,Du Bewegst Dich Richtig / Nimm Sie / Ja / Lotus (Remixes),It.sounds,"12""",3.5,2007,1035510,Uncategorized,2024-12-10 10:49:53,,,,"Electronic, Pop","IDM, House, Electro, Minimal",10,0,3.8621782594086027
WH101,Trisco,Fashionista,Whoop! Records,"12""",3.5,2006,705888,Uncategorized,2024-12-10 11:56:41,,,,Electronic,"Electro House, Tech House",10,0,3.8621782594086027
ARM007,Northern Lite,Cocaine,ARMUT24,"12""",3.63,2006,709571,minimal,2024-12-09 13:17:51,,,,Electronic,Minimal,16,0,3.859075940860215
"COR12""035",Adam Proll,Adamantido,Cocoon Recordings,"12""",3.79,2007,967598,Techno,2024-12-09 13:13:39,,,,Electronic,"Techno, Tech House",58,0,3.854337197580645
BOBEV01DJ,Bob Sinclar,Everybody Movin',Defected,"12"", Promo",3.38,2007,1617918,Uncategorized,2024-12-10 11:16:04,,,,Electronic,House,8,0,3.8514671920821115
"MTR2288, 35",Blatta & Inesha,Botafogo / Italian Stallions Go To Rio,"Mantra Vibes, Mantra Breaks","12""",3.38,2006,705137,Uncategorized,2024-12-07 08:57:33,,,,Electronic,"House, Breaks, Electro",8,0,3.8514671920821115
shallow 03-6,D-Saw & Oliver Huntemann,Red Patches,Shallow Cutz,"12""",3.63,2006,683140,Uncategorized,2024-12-10 11:19:53,,,,Electronic,"Techno, Tech House",19,0,3.8382508553274683
PRMT 087,Boriqua Tribez,Puta E.P.,Primate Recordings,"12"", EP, Gre",3.71,2005,575633,Techno,2024-12-08 04:00:22,,,,Electronic,"Techno, Tribal",31,0,3.837828405017921
CATWALK 008-6,Stereofunk (2) & Fabian Schumann,Feel My Way,Catwalk,"12""",3.17,2007,978112,Uncategorized,2024-12-10 10:18:26,,,,Electronic,Tech House,6,0,3.8356139112903227
MMK 03,Various,MMK 03,Mi Musik,"12""",3.17,2007,877945,minimal,2024-12-07 09:48:33,,,,Electronic,"Techno, Minimal Techno",6,0,3.8356139112903227
GGR004,Sidechain (2),Destruction,Groove Gut Records,"12""",3.0,2006,866617,Uncategorized,2024-12-10 11:19:27,,,,Electronic,"House, Electro",5,0,3.8259093803056032
DD 014,Dr. Kucho! & Adonis Alvarez,Canto D'Addio,Disc Doctor Records,"12""",3.56,2006,855753,progressive house,2024-12-07 10:00:30,,,,Electronic,"Progressive House, House",16,0,3.8217426075268817
RSP041,Novox,Marbles EP,Resopal Schallware,"12"", EP",3.53,2007,924140,minimal,2024-12-09 08:34:09,,,,Electronic,"Tech House, Minimal",15,0,3.815250973303671
Limited 006,Spincycle,Drug Games EP,Leftroom Limited,"12"", EP",3.56,2007,995711,Uncategorized,2024-12-10 11:12:26,,,,Electronic,"Tech House, Minimal",18,0,3.8053836945564514
ALPH 0002-3,Skywalker (2),Bar Itaca Ibiza,Alphabet City,"2x12""",2.33,2002,115492,Uncategorized,2024-12-10 10:29:41,,,,Electronic,"House, Deep House",3,0,3.804839895635674
ALPH 0002-3,Skywalker (2),Bar Itaca Ibiza,Alphabet City,"2x12""",2.33,2002,115492,Uncategorized,2024-12-10 10:30:29,,,,Electronic,"House, Deep House",3,0,3.804839895635674
ALPH 0002-3,Skywalker (2),Bar Itaca Ibiza,Alphabet City,"2x12""",2.33,2002,115492,Uncategorized,2024-12-10 13:30:26,,,,Electronic,"House, Deep House",3,0,3.804839895635674
K561,Fedde Le Grand,Put Your Hands Up For Detroit (Remixes),Kontor Records,"12""",3.68,2006,787367,House,2024-12-09 05:29:06,,,,Electronic,"House, Electro",41,0,3.7922232404692084
CF901,Deadmau5,Slip,Cinnamon Flava,"12""",3.5,2009,1662936,progressive house,2024-12-09 12:51:24,,,,Electronic,"Progressive House, Electro",16,0,3.789742607526882
SGR-007,The Southern Brothers,The Test,South American Grooves,"12""",3.0,2007,1014638,progressive house,2024-12-08 04:44:54,,,,Electronic,"Progressive House, Tribal",6,0,3.784613911290323
CIRCLE015-6,Valentino Kanzyani,Zvijaca,Circle Music,"12""",3.63,2007,1042114,Uncategorized,2024-12-10 10:15:27,,,,Electronic,"Minimal, Minimal Techno, Techno",32,0,3.779397352734923
CIRCLE015-6,Valentino Kanzyani,Zvijaca,Circle Music,"12""",3.63,2007,1042114,Uncategorized,2025-01-22 06:54:04,,,,Electronic,"Minimal, Minimal Techno, Techno",32,0,3.779397352734923
MBF 12025,Martin Eyerer & Oliver Klein,Kairo,My Best Friend,"12""",3.67,2006,785797,Uncategorized,2024-12-10 12:07:47,,,,Electronic,"Electro, Tech House",52,0,3.7656405791788856
MOS087,Thomas Gold & Matthias Menck,Everybody Be Somebody,Ministry Of Sound,"12""",2.5,2008,1910180,House,2024-12-09 08:29:41,,,,Electronic,House,4,0,3.7606821236559145
WH111,Robert M,Compressor,Whoop! Records,"12""",2.5,2007,1066745,tech house,2024-12-08 02:07:50,,,,Electronic,"Electro, Tech House",4,0,3.7606821236559145
WH111,Robert M,Compressor,Whoop! Records,"12""",2.5,2007,1066745,tech house,2024-12-08 07:55:06,,,,Electronic,"Electro, Tech House",4,0,3.7606821236559145
KKC032,Giorgio Prezioso,Contagious / Bruno,Kingdom Kome Cuts,"12"", Ltd",3.27,2007,1032039,tech house,2024-12-09 04:37:50,,,,Electronic,"Electro, Tech House",11,0,3.7464911290322584
OPUP 005,Beckers Presents Space Safari,Rhythm Junk,Open Up Records,"12""",3.36,2006,666297,Uncategorized,2024-12-11 05:59:51,,,,Electronic,Progressive House,14,0,3.7404385080645164
"COR12""070",Julian Jeweil,Color,Cocoon Recordings,"12""",3.54,2010,2170572,minimal,2024-12-08 10:55:34,,,,Electronic,"Techno, Minimal",28,0,3.733625672043011
kassette 004,Tarifbereich_B / Sweet 'n Candy,Hits & Splits,Kassette Records,"12""",3.0,2008,1358426,minimal,2024-12-09 13:02:50,,,,Electronic,"Tech House, Minimal",8,0,3.713285373900294
KICKBOXER #26,Eyerer & Namito,Ripcurl,Kickboxer,"12""",2.86,2010,2332877,Uncategorized,2024-12-10 10:53:46,,,,Electronic,"Techno, Tech House",7,0,3.700584677419355
ARR034,Shlomi Aber,Inspiration / Something New,Alternative Route Recordings,"12""",3.31,2006,787326,progressive house,2024-12-08 03:41:19,,,,Electronic,"Progressive House, House",16,0,3.6884092741935484
DMOM 9000,Subotic,9000,DMOM,"12""",3.41,2009,1742842,Techno,2024-12-07 09:27:20,,,,Electronic,"Techno, Tech House",22,0,3.6864521729390685
SUPER DJ 3024,Danzel,Put Your Hands Up In The Air!,Superstar Recordings,"12""",3.17,2005,481380,House,2024-12-09 03:48:58,,,,Electronic,Euro House,12,0,3.682010700992556
PICKADOLL 41-6,Style Of Eye,Grounded,Pickadoll Records,"12""",2.88,2009,1897116,tech house,2024-12-08 05:58:40,,,,Electronic,"House, Tech House",8,0,3.66964901026393
KLANG 138,Deepgroove & Jamie Anderson,Ghost Train,Klang Elektronik,"12""",3.2,2008,1535501,Uncategorized,2025-01-22 05:58:18,,,,Electronic,"Tech House, Minimal Techno",15,0,3.6445613181312573
HW051,Player & Remady,Pulse X,Houseworks,"12""",2.78,2006,793192,Uncategorized,2024-12-08 11:23:04,,,,Electronic,"House, Electro",9,0,3.596186009817672
KLANG 127 ltd.,Alter Ego,Jolly Joker,Klang Elektronik,"12"", S/Sided, Ltd, Whi",3.19,2007,1145410,tech house,2024-12-07 11:01:42,,,,Electronic,Tech House,21,0,3.5623508064516125
NV17.5,Orlando Voorn feat. Barack Obama,Yes We Can!,Night Vision,"12""",2.86,2009,1697375,Techno,2024-12-08 05:42:53,,,,Electronic,"House, Techno",22,0,3.3503410618279568
ASPEKT09,Digital Report,Grammophon EP,Aspekt Records,"12"", EP",0.0,2009,2225450,Uncategorized,2024-12-10 11:19:24,,,,Electronic,Tech House,0,0,0.0
EGO 32,Syke 'n' Sugarstarr Feat. Mel Canady,Can't Stop,Egoiste,"12""",0.0,2004,1158343,Uncategorized,2024-12-10 10:21:29,,,,Electronic,House,0,0,0.0
